iter	Logloss
0	0.6501681161
1	0.6088328702
2	0.5732636217
3	0.539247831
4	0.5077103646
5	0.4789734577
6	0.4559555475
7	0.4313420215
8	0.4095493279
9	0.3901941607
10	0.371365362
11	0.3526204026
12	0.3374940078
13	0.3220664563
14	0.3081762676
15	0.2952861655
16	0.2827136592
17	0.2718626792
18	0.2612731952
19	0.2521181341
20	0.2437771215
21	0.2357275629
22	0.2288476798
23	0.2215399739
24	0.2154292156
25	0.2092268696
26	0.203835497
27	0.1980315436
28	0.1932395057
29	0.188134238
30	0.1835056972
31	0.1796083137
32	0.1757656196
33	0.1722811005
34	0.168959062
35	0.1666052936
36	0.1637365771
37	0.1607303787
38	0.1581368396
39	0.1562182056
40	0.1540222798
41	0.1515642853
42	0.1493778494
43	0.1471615775
44	0.1448186819
45	0.1434533401
46	0.1421436208
47	0.1403919374
48	0.1388774447
49	0.1374385246
50	0.1358916852
51	0.13424299
52	0.1329427739
53	0.131567073
54	0.1300602076
55	0.1290230682
56	0.1280488073
57	0.1267352271
58	0.1256103244
59	0.1246656466
60	0.1236435219
61	0.1228456491
62	0.1220562463
63	0.1210524383
64	0.1199686725
65	0.1189730288
66	0.1181920476
67	0.1169977424
68	0.1160094645
69	0.1153593508
70	0.1148315078
71	0.1139468108
72	0.113137937
73	0.1123592924
74	0.1117641157
75	0.1108849769
76	0.1103093475
77	0.1096504709
78	0.1093734995
79	0.108541634
80	0.1080526751
81	0.1071222509
82	0.1064922075
83	0.1061236027
84	0.1056470453
85	0.1051401826
86	0.1044836232
87	0.1037756308
88	0.1031895444
89	0.1025420467
90	0.1021055006
91	0.1015482804
92	0.1009731733
93	0.1004283401
94	0.1000598924
95	0.09966147129
96	0.09922305414
97	0.09869465047
98	0.09826007315
99	0.09794339116
100	0.09750183175
101	0.09707761028
102	0.09667540252
103	0.0961710108
104	0.09561613047
105	0.09536445897
106	0.09510197859
107	0.09477739124
108	0.09438935266
109	0.09393618257
110	0.09373052617
111	0.09350325347
112	0.09328095083
113	0.09292177699
114	0.09273232211
115	0.09241747336
116	0.09208203193
117	0.09182834088
118	0.0916093213
119	0.09117237921
120	0.09095760546
121	0.09062794456
122	0.09042125517
123	0.09011406263
124	0.08980617255
125	0.08956113956
126	0.08925144909
127	0.08888900759
128	0.08864254262
129	0.08843327336
130	0.08820058985
131	0.08792532243
132	0.08766119808
133	0.08736338548
134	0.08709965495
135	0.08692714781
136	0.08669672239
137	0.08645175739
138	0.08606115111
139	0.08592585626
140	0.08567776264
141	0.0855484487
